"","Temperature","Humidity","PM2.5","PM10","NO2","SO2","CO","Proximity_to_Industrial_Areas","Population_Density","Air.Quality"
"2880",40.9,75.9,80.5,74.7,34,27.4,3.48,3.5,805,"Hazardous"
"2883",25.7,51.5,27.7,30.9,15.1,6.7,1.02,12,360,"Good"
"2884",36,97.3,11,20.8,28.5,20.7,1.87,3.9,795,"Poor"
"2885",27.3,43.5,36.1,38.6,21.8,7.2,1.06,19.7,479,"Good"
"2886",26.3,45.3,5.8,14,18.3,2.8,0.96,12.2,411,"Good"
"2889",30.7,80.4,5.4,12.4,24.5,12.9,1.22,5.3,639,"Moderate"
"2890",20.4,69.8,37.4,42.3,17.5,3.2,0.86,16.5,494,"Good"
"2891",32.2,91.3,0.3,26.5,19.7,27.9,1.88,3.3,661,"Poor"
"2892",37,74.4,89.9,114.3,28,15.4,1.85,6.3,634,"Poor"
"2893",21.8,77.8,4,9.1,15.5,8.4,0.98,11.5,273,"Good"
"2895",32.2,76.4,0,10.3,24,11,1.49,5.9,347,"Moderate"
"2897",27.7,76.8,5.8,13.6,24.4,4.5,0.92,11.3,544,"Good"
"2898",27.9,82.5,8.3,24.2,29,9.4,1.78,5.6,349,"Moderate"
"2899",26.1,54.2,15.8,21.1,15.3,5.2,0.98,10,427,"Good"
"2900",27.3,72.6,2.7,8,13.3,5.3,1.19,10,327,"Good"
"2901",23.7,67.3,10.3,17.7,24.6,2.6,1.01,15.8,488,"Good"
"2902",32.8,96,26.5,42.4,29.4,15.2,3.07,8.6,646,"Hazardous"
"2903",23.3,57.5,90.3,114.3,27.7,26.6,2.15,5.1,494,"Poor"
"2904",25.1,60.1,3.7,9.4,11.5,6.5,0.77,10.2,313,"Good"
"2906",34.4,90.8,12.5,27,29.4,9.8,1.47,11,477,"Moderate"
"2908",24.5,61.3,1.7,5.2,22.3,4.8,0.97,10.8,548,"Good"
"2909",25.3,88.7,50.1,65.4,39,16.6,1.98,5.1,696,"Poor"
"2910",45.9,66.1,2.5,19.2,33.8,27.7,2.12,5.5,472,"Poor"
"2911",36.7,71.8,47.7,56.7,28.8,18,1.57,7.6,702,"Moderate"
"2912",43.2,72.5,13.6,41.5,37.6,24.4,2.79,2.6,870,"Hazardous"
"2913",29.8,80.8,10.4,14.9,17.1,-0.4,1.53,5.7,502,"Moderate"
"2914",28.8,74.7,30.4,35.4,22.5,5.4,1.91,6.1,482,"Moderate"
"2915",25.4,75.4,33.4,35.5,31.4,9.4,1.8,5.8,600,"Moderate"
"2916",29.9,63.3,3.8,16,24.2,7.9,1.42,8.9,710,"Moderate"
"2917",30.3,72.5,5.7,11.2,16.6,4.4,1.21,11.6,305,"Good"
"2918",22.7,68.4,3.2,7.7,15.6,7.1,1.05,10.2,409,"Good"
"2919",18.4,60.6,3,8.4,16.6,7.3,1.04,10.2,444,"Good"
"2920",23.6,68.7,8.3,13.7,19.7,4.1,0.95,11.2,255,"Good"
"2921",27.1,66.5,14.8,29.8,35.6,15.6,1.99,3.3,577,"Poor"
"2922",38.5,79.8,70.6,88.1,36.1,9.8,1.86,4.6,565,"Poor"
"2923",30.4,60.1,0.9,14.1,27.2,12.1,1.26,5.6,641,"Moderate"
"2925",43.3,62.8,8,21.7,31.1,10.2,2.51,4.7,429,"Poor"
"2926",28.9,49.4,12.9,18.5,18.5,4.7,0.89,10.1,461,"Good"
"2927",38.1,63,41.2,57.7,30.5,24.3,2.38,3.9,537,"Poor"
"2928",36.5,81.6,6.1,19.4,29,20.5,1.92,4.2,690,"Poor"
"2929",26,64.5,10.4,15.5,25.2,3.1,0.98,5.3,359,"Moderate"
"2930",38.2,82.1,8.4,26.5,24.6,7.4,2.6,5.2,696,"Poor"
"2931",24.4,75.5,16.1,20.4,25.3,5.1,0.86,11.3,357,"Good"
"2932",29.2,45.9,1.9,10.9,29.4,5.5,1.1,6.1,647,"Moderate"
"2933",27.4,67.4,10.8,32.6,51.6,25.2,2.88,2.6,846,"Hazardous"
"2935",22,51.9,5.5,9.8,15,7.3,0.88,12,601,"Good"
"2936",46.8,91,0.2,17,55.2,19.5,2.36,2.5,587,"Hazardous"
"2937",27.1,63,15.9,18.5,15.7,6.9,0.96,10.3,383,"Good"
"2938",30.8,55.6,15,22.3,22,15.9,1.64,6.1,451,"Moderate"
"2939",27.8,67.1,0.4,4.6,22.4,4.3,1.05,11.2,371,"Good"
"2942",25.3,75.6,2.8,5.9,23.8,6.4,1.12,10.1,299,"Good"
"2943",40.6,93.3,21.5,48.7,19,14.2,1.85,6.3,464,"Poor"
"2944",34.4,65.1,48.4,58.5,29.6,7.8,1.27,7.1,435,"Moderate"
"2945",34,58.3,36.6,52.4,28.4,5.3,1.49,6.9,499,"Moderate"
"2946",28.5,49.4,1,5.9,16.6,5.6,0.93,10.6,328,"Good"
"2947",30.6,51.1,8.3,10.1,23.1,5.7,1.11,15,221,"Good"
"2948",30,89,9.2,30.2,29.7,17.5,1.83,8.2,428,"Poor"
"2951",25.6,57.7,10,15.8,22.1,2.5,0.98,15.4,470,"Good"
"2952",23.8,67.9,15.3,19.2,25,5.1,0.97,10,366,"Good"
"2953",25.2,71.3,30.4,36,14.7,4.8,0.94,11.2,432,"Good"
"2954",35.2,71.8,12.2,25.7,28,7.1,1.27,7.8,327,"Moderate"
"2955",33.8,89.3,14.1,25.3,23,11.3,1.33,9.1,671,"Moderate"
"2956",25.5,47.4,9.5,8.9,25.2,5.9,1.24,10.6,404,"Good"
"2957",31.7,75.7,29.7,43.1,19.5,2.2,1.25,6.4,685,"Moderate"
"2958",38.7,116.9,33.1,53.6,46,26.2,2.46,8.2,834,"Hazardous"
"2959",31.2,93.7,6.3,10.9,19,14.2,1.51,7.1,344,"Moderate"
"2960",27.3,74.8,10.3,10.9,14.2,6.3,1.04,18.7,577,"Good"
"2962",47.8,70.2,35.4,55.1,35.3,22.9,2.07,3.3,607,"Hazardous"
"2963",50.6,96.3,42,61.6,33.6,33.9,1.97,3,477,"Hazardous"
"2964",31.9,77.1,7.3,16.9,25.4,11.3,1.56,6.3,471,"Moderate"
"2965",25,45.7,0.1,3.6,14.3,7.9,1.03,10.7,316,"Good"
"2966",39.3,74.8,28.1,49.3,33,21.3,1.84,3.8,730,"Poor"
"2967",27.6,51.2,7,14.8,19.6,6.1,0.98,18.2,315,"Good"
"2969",22.8,65.3,6.6,13.3,14.7,6.7,1.03,11.3,318,"Good"
"2971",21.2,55.6,3.4,5.4,25.2,2.8,0.88,11.3,404,"Good"
"2972",27.2,82.5,18.7,37.1,32.5,14.5,1.96,4.5,544,"Poor"
"2973",24.5,59.1,35.9,46.4,36.8,22.7,1.83,3.5,562,"Poor"
"2975",55,63,29.4,49.3,35.5,25.7,2.49,2.7,785,"Hazardous"
"2979",20.6,63.5,14.1,23.5,30,8.3,1.54,6.1,646,"Moderate"
"2981",42.4,97.9,28,53.6,36.9,29.4,1.72,4.9,665,"Poor"
"2982",34,83.1,10.5,25.8,22.6,5.7,1.28,5.4,522,"Moderate"
"2983",34.7,61,9.4,29.9,22,18.7,1.7,5.8,466,"Poor"
"2984",28.7,53.9,18.3,20.4,25.7,7.5,0.98,11.2,406,"Good"
"2985",28.1,85.3,1.6,18.3,32,7.5,1.37,7.9,521,"Moderate"
"2987",18.5,61.3,5.6,8.9,21.5,7.2,0.86,10.8,226,"Good"
"2988",19.2,51.9,6.3,10.6,20.9,7.7,1.1,10.1,500,"Good"
"2989",23,65.6,3.9,8.2,23.8,5.8,1.08,10.5,285,"Good"
"2990",40.1,93.5,51.1,54.6,27.7,13.8,2.16,8.4,400,"Poor"
"2991",20.2,54.9,10.9,16.6,12.1,7.8,1.14,10.2,534,"Good"
"2993",26.6,58.5,30.6,34.3,25.2,3.7,1.04,12.1,341,"Good"
"2994",36.8,87.2,41.4,57,35.9,20.6,1.7,3.6,749,"Poor"
"2996",27.6,51.7,16.9,24.5,19.4,6.1,0.81,10.1,306,"Good"
"2997",30.2,70.3,4.3,17.1,17.9,14.7,1.41,5.5,401,"Moderate"
"2998",40,63.2,14.9,24,27.4,7,1.51,6.4,569,"Moderate"
"2999",24.1,70.4,8.1,15.7,21.7,3.4,1.04,10.2,223,"Good"
"3000",39,92.4,1.7,3.6,31.7,4.8,1.19,7,428,"Moderate"
"3002",26.6,44.6,16.5,21.6,17.1,6.6,0.98,13.7,555,"Good"
"3003",33.7,80.9,9.6,26.4,30.5,22,2.76,4.3,446,"Poor"
"3005",34.6,67.9,29.7,53.8,28.9,18.9,2.55,2.7,746,"Hazardous"
"3006",21.8,60.7,0,4.6,22.3,3.9,1.04,12.2,333,"Good"
"3007",21.3,63.9,6.1,8,25.7,15.7,1.35,8,610,"Moderate"
"3009",28.9,52.7,0.3,6.5,15.7,5.7,1.14,11.9,568,"Good"
"3010",57.8,108.4,3.1,11.2,51.5,19.4,2.08,3,537,"Hazardous"
"3011",22.9,78.5,6.7,9.7,15.9,2.2,0.99,10,249,"Good"
"3012",27.4,54.4,6.2,10,24.7,4.2,0.92,12,339,"Good"
"3013",22.6,66.2,3.1,8,16.8,7.1,0.84,10.4,321,"Good"
"3014",27,58.1,8.5,12.2,25.8,5.5,0.99,17.8,324,"Good"
"3015",28.1,78.1,30.4,38.6,33.9,7.9,1.35,8.7,465,"Moderate"
"3016",34.3,99.6,14.3,24.7,32.2,13.6,1.89,6.8,487,"Poor"
"3018",30.3,92.7,2.2,15.3,21,6.8,1.8,6.6,511,"Moderate"
"3020",26.1,48,17.3,22.3,18.6,2,1.02,11.2,313,"Good"
"3021",31.9,73.3,11.1,21.8,15.1,7.2,1.54,7.4,543,"Moderate"
"3022",32.2,62.2,23.6,32,32.8,10.1,1.54,9,685,"Moderate"
"3023",23.7,61.5,19.4,25,11.8,0.9,1.18,12,333,"Good"
"3024",30.2,53.6,47.4,60,23.3,13.5,1.61,5.2,529,"Moderate"
"3025",30.2,71.7,18.3,29.4,16.1,8.9,1.48,5.5,479,"Moderate"
"3026",29.8,72.4,13.4,19.9,13,3.9,1.06,10.5,568,"Good"
"3027",28.1,50.3,3.8,14.1,21,12.7,1.52,6.3,496,"Moderate"
"3028",38.1,65.7,16.6,34.5,23.9,5.8,1.97,5.5,607,"Poor"
"3029",21.3,62.8,9.4,17.8,24.6,4.8,0.89,13.2,214,"Good"
"3030",39.1,101.5,57.8,71.2,28,22,2.11,4.4,521,"Poor"
"3031",32.3,98.4,27.5,39.8,35.2,13.5,2.07,4.3,773,"Poor"
"3032",19.7,73.1,30.4,34.6,13.6,4.2,0.87,10,545,"Good"
"3033",25.8,54.6,6.5,7.6,13.6,5.8,1.04,12.1,401,"Good"
"3034",31.8,97.6,39.5,51.6,25.5,9.9,1.81,6,652,"Poor"
"3036",25.2,74.1,32,38.9,21.1,6.9,1.02,10.7,540,"Good"
"3037",36.7,78.7,31.3,69.8,30.7,21.1,1.95,4.1,749,"Poor"
"3038",35.1,92.9,16.9,37.8,40.1,16.8,1.86,6.5,777,"Poor"
"3039",40,94.4,30.9,48.1,41.2,11.4,2.6,5.8,860,"Hazardous"
"3040",38.5,92.3,1.9,12.7,33.6,13.8,2.99,4.9,848,"Hazardous"
"3041",28,67.3,116.2,126.2,26.6,4.8,1.32,5.7,307,"Moderate"
"3042",35.1,92.3,81.2,114.2,35.1,14.7,2.5,2.7,589,"Hazardous"
"3044",22.9,78,15.2,18.3,16.9,2.3,1.17,14.1,263,"Good"
"3045",29.4,76.2,12.9,28,27,13.9,1.58,7.8,696,"Moderate"
"3046",29.6,68.4,22.3,31.8,26.2,6.2,1.55,5.9,582,"Moderate"
"3047",33.8,64.8,12.6,21.7,21.3,8.3,1.5,5.2,593,"Moderate"
"3048",37.7,63.6,24.2,32.1,24.3,13.2,1.59,5.6,600,"Moderate"
"3050",26.4,72.7,2.4,6.2,20.3,9,0.94,10.1,431,"Good"
"3051",26.4,46.2,18.3,27,23,2.2,1.07,16.8,254,"Good"
"3052",43.7,76.2,56.6,64.2,23.2,12.3,1.4,5.6,390,"Moderate"
"3053",25.1,48.7,8.6,17.9,17.5,4.2,0.98,19.7,403,"Good"
"3054",44.3,81.8,58.8,67.8,39.8,11.3,2.51,9,795,"Poor"
"3055",38.1,79.6,32,40.8,27.7,11.6,1.45,6.3,411,"Moderate"
"3056",31.7,52.4,11.2,22,32.4,13.3,1.52,7.3,460,"Moderate"
"3057",21.7,67.5,35.7,42.5,16,4.5,1.16,10.1,231,"Good"
"3058",43.3,62.4,23.3,47.6,39.7,10.8,2.98,2.8,586,"Hazardous"
"3059",25.6,64.6,56.7,67.9,28,6.9,1.6,9.4,334,"Moderate"
"3060",23.6,54.1,15.8,19.2,21.2,6.4,0.86,13.1,377,"Good"
"3062",25.2,58.1,7.9,13.3,23.3,5.6,0.93,10.4,526,"Good"
"3063",25.9,57,3.6,18.9,22.5,9.8,1.52,6.9,352,"Moderate"
"3065",32.2,42.8,24.8,37.3,26.9,16.8,1.16,5.8,453,"Moderate"
"3066",31.5,73.7,5.3,20.6,32.5,8.7,2.22,10.7,569,"Poor"
"3067",39.9,78.7,71.9,85.2,39.7,16.3,2.54,3.3,957,"Hazardous"
"3070",32.3,78.2,25.8,39.1,31.5,7,1.5,5.2,380,"Moderate"
"3072",44.4,104.7,6.6,32.3,45.7,15.6,2.72,4.1,888,"Hazardous"
"3073",40.3,110.3,21.7,36.2,43.1,23.4,2.3,5.8,746,"Hazardous"
"3074",38.4,100.3,44.3,63.7,26.9,14.9,1.88,3.4,605,"Poor"
"3075",40.4,71.5,30.1,46.8,43.9,18.1,2.13,5.3,790,"Hazardous"
"3076",28.1,91.6,6.4,13.5,37.9,10,1.26,7.2,331,"Moderate"
"3078",31.9,69,85.7,103.6,25.8,12.5,1.65,5.2,621,"Moderate"
"3079",32.3,76.8,19.1,38.4,23.9,12.6,1.69,6.2,674,"Moderate"
"3084",26,44.9,17.3,23.7,17.1,4.1,0.84,11.7,435,"Good"
"3085",24.1,83.6,49.8,60.3,28.4,9.6,1.54,6.4,543,"Moderate"
"3086",42.9,53.3,0.6,14.2,19.7,9.4,1.7,7.2,604,"Moderate"
"3087",35.5,79.7,98.5,115.3,18.1,15.9,1.67,5.8,563,"Moderate"
"3088",40.9,94.6,19.1,45,50.8,27.7,2.39,2.8,697,"Hazardous"
"3089",18.3,70.2,15.9,23.1,18,7.4,1.16,10.2,399,"Good"
"3090",27.7,71.7,34.5,43.9,21.7,8,1.6,8.2,385,"Moderate"
"3093",24.2,67.6,19.4,35.1,24.2,9.6,1.91,6.2,422,"Poor"
"3094",29.4,91,25.4,47.2,37.6,19.6,1.66,3.7,675,"Poor"
"3096",25.7,78.6,6.2,10.6,22.3,3.8,0.97,10.1,322,"Good"
"3097",24.6,84.2,8.3,22.1,36.4,11.7,1.36,7.9,329,"Moderate"
"3098",31.6,60.9,18,35.8,17.9,11,1.34,7.9,458,"Moderate"
"3099",37.8,73.1,0.2,26.8,37.5,25.7,1.28,2.8,631,"Hazardous"
"3102",43,65.1,21.8,47.5,25.1,23.8,1.7,4.6,569,"Poor"
"3103",26.2,44.5,12.4,17.9,13.3,0.5,0.76,14.8,296,"Good"
"3105",26.8,82.3,25.1,35.7,15.4,9.4,1.72,11.7,332,"Moderate"
"3106",28.6,42.3,12,22.5,27.8,13.3,1.35,5.2,648,"Moderate"
"3107",18.9,41.8,4.4,10.2,25.7,1.9,0.96,10.1,564,"Good"
"3108",30,39,8.7,13.1,15.1,6.2,0.95,11.8,492,"Good"
"3109",35.6,75,29,41.8,32.2,11.9,1.95,5.8,748,"Poor"
"3110",39,60.5,31.6,37,44,20.1,2.3,5.1,406,"Poor"
"3112",27.8,78.7,16.8,21.9,13.5,4.6,1.08,12.3,293,"Good"
"3113",31.6,61.2,2.4,8.6,15.3,5.1,0.97,10.2,501,"Good"
"3114",24.4,53.1,3.6,10.5,15,7,1.04,10.2,353,"Good"
"3115",27.5,45.4,31.3,34.7,14,7.1,1.04,11.3,573,"Good"
"3116",30.3,94.9,15.4,28.7,32.9,10.2,1.48,7,620,"Moderate"
"3117",38.1,82.6,5.1,13.8,25,9.9,1.5,6.7,582,"Moderate"
"3118",20,72.8,3.6,8.3,26.2,6.5,0.95,11.1,516,"Good"
"3119",26.6,77.5,6.3,11.5,11.8,7,1.15,10.1,245,"Good"
"3120",24.7,59.9,2.4,8,23.1,6.9,1.06,11.4,356,"Good"
"3121",32.9,49.7,42.5,40.5,21.1,13.9,1.7,5.7,374,"Moderate"
"3122",30.7,50.1,23.6,44.2,28.9,12.7,1.56,6.4,659,"Moderate"
"3123",24.2,71.6,5.9,11.1,19.5,2.7,1.13,10.5,547,"Good"
"3125",24.1,39.7,9.6,14.8,23.9,4.6,0.92,13.4,350,"Good"
"3126",25.8,78.8,11.4,19.7,23.1,7.5,0.92,10.6,547,"Good"
"3130",27.2,79.2,56,59.4,20.1,5,1.94,5.7,541,"Moderate"
"3131",26.9,86.9,14,25.2,24.3,14.6,1.39,7.8,328,"Moderate"
"3132",27,86.2,40.4,50.4,30.1,21.9,1.99,9.8,581,"Poor"
"3133",34.6,52.4,72.4,82.4,17.6,9.4,1.43,9.2,343,"Moderate"
"3134",35.1,67.6,14.2,25.5,25,5.6,1.52,5.1,345,"Moderate"
"3135",35.1,100.9,48.5,69.4,44.6,3,2.82,3.1,830,"Hazardous"
"3136",32.5,69.6,38.3,48.2,33.7,10.6,1.24,6.1,358,"Moderate"
"3137",28.7,67.8,58.9,68.3,21.3,7.4,1.15,10.5,614,"Good"
"3138",28.8,58,6.3,36.4,42.2,1.9,2.43,3.5,505,"Poor"
"3139",25.7,69.6,3.8,7.4,25.1,4.6,0.97,10.2,310,"Good"
"3141",24.3,40.8,10.6,16.6,13.2,7.3,0.85,14.3,398,"Good"
"3142",23.4,54.9,13.7,18.9,22.6,5.3,1.12,13.5,269,"Good"
"3143",32,63.8,53.7,62.1,27.2,6.8,1.49,17.1,345,"Moderate"
"3145",27.2,68.6,1.5,11.8,29.7,21.9,1.91,7.9,410,"Poor"
"3147",27.1,87.7,23.2,36.1,24.4,10.5,1.55,6,376,"Moderate"
"3150",24.4,65.5,2.5,9.2,19.2,6.1,1.12,11.5,393,"Good"
"3151",18.7,66.1,45.5,51.5,22.7,6.3,1.03,17.2,384,"Good"
"3152",30.4,102.2,24.6,30.2,35,19.3,1.93,5.5,758,"Poor"
"3153",28.5,53.4,19.2,25.1,13.5,2.8,1,14.6,262,"Good"
"3154",24.6,78.6,8,12.4,23.1,4.4,0.98,10.1,501,"Good"
"3156",36.1,87.2,76.7,98.2,35.3,27.6,2.5,3.5,771,"Hazardous"
"3157",34.6,71.4,20.4,32.4,22.9,7,1.64,7.6,514,"Moderate"
"3158",26.5,82.2,23.9,34,19.7,5.7,1.31,5.2,438,"Moderate"
"3159",22.7,80.1,0.2,14,20.6,11.9,1.51,5,376,"Moderate"
"3160",22.2,60.1,19.6,22.5,17.6,7.5,0.97,12.1,558,"Good"
"3161",34.2,93.5,65,77.5,26.1,13.1,1.3,5.6,438,"Moderate"
"3162",21.7,61.4,0.6,4.7,13,4.5,1.12,12.2,489,"Good"
"3163",32.7,68.5,0.8,13.2,18.2,4.6,1.38,12.3,478,"Moderate"
"3164",26.7,65.2,2.7,7,17.6,6.8,1.02,11.1,510,"Good"
"3166",32.3,75.4,81.6,111.5,35.8,17.3,1.84,4.5,454,"Poor"
"3169",23.6,67.4,17.9,28.8,25.6,7.3,1.71,6.2,670,"Moderate"
"3170",26.4,64,25.7,31.6,32.1,12.5,1.64,10,589,"Moderate"
"3171",39.4,80.3,37.6,53.3,39,13.6,1.99,4.4,448,"Poor"
"3172",30.6,57.1,6.5,16.8,21,8.8,1.74,5.3,543,"Moderate"
"3173",33.8,84.6,8,23.7,27.8,12,2.94,3.6,839,"Hazardous"
"3174",30.8,83.8,0.1,1.3,32.5,5.1,1.53,5.7,601,"Moderate"
"3175",27.3,47.6,17,23.5,12.9,2.5,0.93,10.7,571,"Good"
"3176",25,82.2,34.6,40.2,10.8,10.3,1.01,14.2,608,"Good"
"3178",28.8,58,3.7,3.6,24.5,3.1,1.11,10.9,519,"Good"
"3179",23.1,53.9,9.2,12.1,15.8,0.5,0.99,10.6,365,"Good"
"3181",39.2,77,121.6,121.2,30.1,22.4,2.8,8.1,734,"Hazardous"
"3182",56,53.6,6,21.7,40.5,9.1,2.46,9,718,"Poor"
"3184",42.4,102.6,18.2,38.5,46.7,6.6,2.67,9.5,720,"Hazardous"
"3185",42.6,99.7,18.3,34.1,35.9,34.6,2.61,3.4,832,"Hazardous"
"3186",26.1,67.9,19.4,21.4,16,-1.4,1.11,13.4,528,"Good"
"3187",26.8,88.6,16,28.5,44.6,19.1,2.13,6.7,484,"Poor"
"3188",25.4,83.8,21,27.7,22.3,11.3,1.3,16,388,"Moderate"
"3189",23.3,48,10.8,16.7,22.9,3.2,0.97,11,272,"Good"
"3190",40.1,58.4,5,13.4,27.5,10.3,1.91,4.7,616,"Poor"
"3191",47,66.5,44.2,78.1,46.5,20.9,1.91,5.4,673,"Hazardous"
"3193",42.5,109.7,19.8,45.8,24.2,18.3,2.81,4.9,873,"Hazardous"
"3194",28.7,60.5,14.2,16.3,23.6,3.1,1.09,13.3,454,"Good"
"3195",40.9,106.7,156.8,172.3,30.5,24.7,1.7,5,862,"Hazardous"
"3196",23.5,41.3,5.4,8.4,24.9,7.9,1.12,10.7,360,"Good"
"3197",25.7,46.4,1.3,5.7,24.6,8.5,0.92,11.1,494,"Good"
"3198",35.5,82.5,2.5,13.1,21.4,11.7,1.33,6.2,692,"Moderate"
"3199",19.5,51.5,2.1,9.5,17,2.8,0.95,11.9,471,"Good"
"3203",28,45.1,12.5,13.4,26.1,6.5,0.94,10.3,409,"Good"
"3204",27.8,53.7,7.8,16.9,29.7,7.9,1.31,5.6,613,"Moderate"
"3205",26.3,49.5,1.6,5.6,22,1.2,1.05,11.2,207,"Good"
"3206",39,77.2,37.9,52.4,47.7,18.9,1.7,5.2,617,"Poor"
"3208",39.3,79.9,2.4,23.6,54.1,30.2,2.54,5.2,733,"Hazardous"
"3210",28,52.5,7.1,15.8,24.7,2.4,1,13.2,554,"Good"
"3212",24.9,93.1,12.5,18.1,25,2.9,2.26,8.6,473,"Poor"
"3214",31.2,65.8,7.1,16.2,22.4,5.3,1.4,6,495,"Moderate"
"3215",30.9,92.5,24.3,29.7,34.9,18,1.64,9.1,678,"Poor"
"3216",21.4,49.5,7.6,15.3,22.7,7.8,0.92,12.5,576,"Good"
"3217",34.4,86.5,52.9,63.7,25.5,8,1.78,7.6,375,"Moderate"
"3218",30.1,59.5,3.9,8.3,19.6,-0.4,1,15.3,488,"Good"
"3219",40.7,67.9,12.1,30.6,35.9,18.9,2.24,5.5,504,"Poor"
"3221",23.6,53.4,13.5,20.5,15.8,2.5,0.98,11.3,235,"Good"
"3222",32.9,62.6,17.1,30.6,21.9,14.6,1.4,5.2,533,"Moderate"
"3223",25.7,77.2,87.5,98.2,27.9,12,2.49,5,541,"Poor"
"3225",23,38.2,22.6,27.7,15.7,6.9,1.11,10.2,340,"Good"
"3226",27.2,46,4.5,8.3,24.2,6.1,1.06,12.5,545,"Good"
"3227",39,107.1,23.9,45,46.1,25.8,2.65,3.4,756,"Hazardous"
"3229",22.3,59.6,17.9,23.5,27.9,5.8,1.01,10,359,"Good"
"3231",25.2,66.5,20.7,25,24.3,4,0.88,14.2,297,"Good"
"3232",22.6,76.7,1.2,6.5,20.9,6.7,1.22,10.7,565,"Good"
"3233",40.2,84.8,61.2,77,35.2,3.9,1.82,2.8,905,"Hazardous"
"3234",35.1,61.5,26,46.4,32,15,1.55,10.5,731,"Poor"
"3235",26.8,54.3,25.1,33.7,27.1,6.3,1.61,9.7,632,"Moderate"
"3237",32.5,74.3,5,18.7,32.3,15.5,1.83,4.8,769,"Poor"
"3238",35.7,102.1,39.7,49.8,19.5,13,2.04,7.2,472,"Poor"
"3240",26.7,72.9,28.7,30.2,32.9,6.4,1.65,8.1,688,"Moderate"
"3242",43.4,88.4,35.6,48,39.4,14.4,1.78,4.6,639,"Poor"
"3244",22.6,47.1,3.1,9.8,11.3,7.8,1.06,14.4,351,"Good"
"3245",25.9,71.3,2.5,4.7,13.3,3.9,1.09,15.4,229,"Good"
"3246",25.3,42.3,10.7,13,11.9,2.3,1,10.2,381,"Good"
"3248",20.7,80.4,7.4,19.8,25.5,7.9,1.01,5.5,573,"Moderate"
"3249",41.9,100.5,93.8,116.9,41.8,4.7,2.75,6.9,827,"Hazardous"
"3250",27.8,70.8,3,20.7,30.8,17.7,2.02,3.5,502,"Poor"
"3251",23.1,60,86.4,95.6,28.8,7.9,1.11,5.5,506,"Moderate"
"3252",30.5,82,13.4,26.6,29.8,12.4,1.71,4,473,"Poor"
"3253",21.6,61.6,1.1,6.8,16.2,5.9,1.01,15.6,398,"Good"
"3254",26.8,52,14.8,20.5,26.8,2.2,0.76,10.9,395,"Good"
"3255",20.2,58.7,49.8,55.5,25.3,6.3,0.94,15.1,589,"Good"
"3256",28.3,80.8,3.3,7.9,19.8,2,0.92,10.9,253,"Good"
"3258",26.5,69.5,4,11.9,24.9,5,0.98,13.8,304,"Good"
"3259",32.4,63.5,6.4,14.7,38.5,11.4,1.81,3.8,501,"Poor"
"3260",28.6,72.9,13.8,19.3,19.7,2.9,0.98,10.4,575,"Good"
"3261",30.5,58.2,11.8,24.8,22.9,15.9,1.52,5.1,431,"Moderate"
"3262",39.3,94.3,8,31.4,47.5,19.8,1.79,4.1,827,"Poor"
"3263",25.2,71.5,3.5,9,11.3,5.6,0.88,10,393,"Good"
"3264",33.5,110.4,34,49.8,30.4,2.6,2.06,4.2,706,"Poor"
"3265",21.4,78.9,0.5,6.7,13.1,1.9,1.02,10.7,579,"Good"
"3266",24.3,67,1,4.1,22.2,3.3,0.86,10.9,530,"Good"
"3267",26.2,60.3,19.1,22,15,5.1,0.84,13.5,466,"Good"
"3268",29.8,74.1,1.9,6.8,26,4.2,0.94,10.7,250,"Good"
"3269",35.9,77.2,14.9,21.1,29.4,12.3,1.5,5.4,489,"Moderate"
"3270",35.4,54.8,2.3,6.2,16.5,7.2,1.03,10.9,490,"Good"
"3271",37.2,87.6,1.3,14.3,32.3,1.1,1.7,3.4,663,"Poor"
"3272",21.3,91.2,3,18.5,37.5,14.2,2.76,3.2,764,"Hazardous"
"3273",25.6,78.5,7.8,12.4,13.6,6.1,0.89,10.1,398,"Good"
"3274",34.9,59.2,31.4,41.2,25.3,16.4,1.55,7.2,570,"Moderate"
"3275",32,69.6,8.1,23.1,33.8,7.5,1.48,10,575,"Moderate"
"3276",24.2,58.7,15.8,18.8,28.3,6.3,0.84,14,243,"Good"
"3277",39,76.1,9.4,22,37,14.4,2.45,6.2,533,"Hazardous"
"3278",30.6,71.9,7.7,21.3,16.9,3.5,1.73,5.6,593,"Moderate"
"3279",31.9,61.4,29.5,31.9,28.7,-0.3,1.06,11.1,212,"Good"
"3280",39.3,63.5,135.7,148.8,28.1,16.1,2.05,3.9,714,"Poor"
"3282",22.2,74.9,0.2,3.5,16.5,4.4,0.88,10.8,243,"Good"
"3283",28.9,55,0.9,7.3,18.2,5.9,1.11,11.3,469,"Good"
"3284",33,87.8,18.1,27.3,19.4,12.2,1.78,5.2,529,"Moderate"
"3285",31.4,53.2,18.5,27.9,28.9,13,1.42,5.7,319,"Moderate"
"3286",42.7,111,33.8,50.7,41.3,21,2.52,4.2,516,"Hazardous"
"3287",26.3,66.5,14.7,24.2,14.6,4.2,1.06,15.6,373,"Good"
"3288",30.9,62,3.5,7.3,31,10.4,1.36,5,297,"Moderate"
"3289",34.7,79.4,64.5,88.3,36.1,20.4,3.1,10.1,425,"Hazardous"
"3290",20.1,64.4,1.5,8,14,7.6,0.85,10.8,512,"Good"
